,Station,Date,Transpiration,Rain,Evaporation,Max Temp,Min Temp,Max Hum,Min Hum,Av Wind,Solar Rad
1230,PERTH AIRPORT,2012-05-15,1.8,0.6,1.0,20.5,9.8,99,60,2.8,8.82
1231,PERTH AIRPORT,2012-05-16,2.3,0.0,1.6,22.1,8.0,99,42,2.54,12.38
1232,PERTH AIRPORT,2012-05-17,2.1,0.0,2.0,21.4,6.8,99,40,2.19,10.44
1233,PERTH AIRPORT,2012-05-18,2.6,0.0,2.0,23.6,8.6,97,36,2.79,11.58
1234,PERTH AIRPORT,2012-05-19,3.6,0.0,2.2,24.9,8.0,94,27,3.95,12.09
1235,PERTH AIRPORT,2012-05-20,4.1,0.0,3.2,26.6,10.2,70,28,4.02,11.92
1236,PERTH AIRPORT,2012-05-21,3.2,0.0,3.2,25.8,8.4,90,28,2.98,11.9
1237,PERTH AIRPORT,2012-05-22,2.3,0.0,3.0,21.7,6.0,99,50,3.43,11.8
1238,PERTH AIRPORT,2012-05-23,2.8,0.0,2.4,20.6,5.3,99,26,3.47,11.71
1239,PERTH AIRPORT,2012-05-24,3.1,0.0,3.2,21.9,4.1,89,24,3.4,11.63
1240,PERTH AIRPORT,2012-05-25,2.7,0.0,3.4,21.8,4.3,91,29,3.02,10.72
1241,PERTH AIRPORT,2012-05-26,2.8,0.0,1.0,23.8,3.7,95,20,2.45,11.42
1242,PERTH AIRPORT,2012-05-27,3.7,0.0,2.8,24.2,5.3,78,32,4.53,11.39
1243,PERTH AIRPORT,2012-05-28,3.2,0.0,2.8,22.9,11.7,78,40,4.15,11.32
1244,PERTH AIRPORT,2012-05-29,4.0,0.0,3.0,24.3,10.3,67,27,4.47,11.25
1245,PERTH AIRPORT,2012-05-30,4.6,0.0,3.0,25.6,8.3,65,18,4.6,11.18
1246,PERTH AIRPORT,2012-05-31,3.5,0.0,3.2,24.9,8.8,97,26,4.03,7.76
1247,PERTH AIRPORT,2012-06-01,1.4,6.6,4.2,20.0,11.8,100,61,2.52,6.03
1248,PERTH AIRPORT,2012-06-02,1.8,0.0,1.2,20.3,6.8,99,59,2.92,10.17
1249,PERTH AIRPORT,2012-06-03,4.9,0.0,2.8,24.4,11.8,64,19,5.7,9.13
1250,PERTH AIRPORT,2012-06-04,4.5,0.0,4.0,21.7,15.6,50,30,5.66,7.34
1251,PERTH AIRPORT,2012-06-05,5.0,0.0,4.0,23.2,15.5,49,31,6.34,8.86
1252,PERTH AIRPORT,2012-06-06,3.1,0.0,5.0,16.8,15.3,92,35,7.77,3.6
1253,PERTH AIRPORT,2012-06-07,1.5,14.4,1.4,19.0,12.7,97,71,4.58,5.63
1254,PERTH AIRPORT,2012-06-08,1.5,10.4,1.2,20.6,11.6,97,67,3.02,8.25
1255,PERTH AIRPORT,2012-06-09,1.9,0.2,0.6,19.3,10.4,99,52,3.77,5.68
1256,PERTH AIRPORT,2012-06-10,2.8,4.2,2.4,21.3,15.7,93,58,8.74,4.75
1257,PERTH AIRPORT,2012-06-11,2.7,6.0,0.2,20.4,15.0,94,50,6.82,5.63
1258,PERTH AIRPORT,2012-06-12,2.4,16.6,2.8,19.5,9.7,97,52,6.24,7.29
1259,PERTH AIRPORT,2012-06-13,2.5,27.2,3.8,16.5,12.7,91,49,6.66,6.91
1260,PERTH AIRPORT,2012-06-14,1.4,0.2,1.2,17.4,9.0,97,69,3.57,8.46
1261,PERTH AIRPORT,2012-06-15,1.4,8.6,2.6,18.5,7.4,99,63,2.62,9.24
1262,PERTH AIRPORT,2012-06-16,1.2,1.0,0.2,17.9,11.0,97,73,2.76,6.5
1263,PERTH AIRPORT,2012-06-17,1.8,2.8,0.6,20.7,12.7,97,52,2.59,8.54
1264,PERTH AIRPORT,2012-06-18,3.1,0.0,1.2,23.4,9.6,95,26,3.69,10.52
1265,PERTH AIRPORT,2012-06-19,1.7,8.0,2.2,20.7,10.1,98,66,4.59,6.73
1266,PERTH AIRPORT,2012-06-20,1.3,8.0,2.6,15.5,7.0,97,60,3.11,5.48
1267,PERTH AIRPORT,2012-06-21,1.5,11.8,0.4,16.0,1.5,100,42,1.94,10.34
1268,PERTH AIRPORT,2012-06-22,1.5,0.0,1.2,17.1,1.3,100,47,2.18,10.29
1269,PERTH AIRPORT,2012-06-23,1.8,0.0,1.4,17.3,2.7,98,43,2.67,9.82
1270,PERTH AIRPORT,2012-06-24,2.8,0.0,1.6,19.1,8.9,77,39,4.64,8.77
1271,PERTH AIRPORT,2012-06-25,3.0,0.0,2.4,15.8,10.3,66,41,5.75,3.21
1272,PERTH AIRPORT,2012-06-26,3.2,0.0,2.4,20.8,11.9,97,32,5.95,5.48
1273,PERTH AIRPORT,2012-06-27,2.5,4.4,1.0,20.1,12.4,99,41,4.5,9.19
1274,PERTH AIRPORT,2012-06-28,1.9,1.0,3.2,18.1,10.4,96,51,3.78,6.62
1275,PERTH AIRPORT,2012-06-29,1.5,1.4,1.4,17.7,6.3,99,54,2.34,7.81
1276,PERTH AIRPORT,2012-06-30,1.9,0.0,1.0,20.0,5.5,99,45,2.45,10.74
1277,PERTH AIRPORT,2012-07-01,2.2,0.0,2.0,21.0,4.3,97,38,2.7,10.78
1278,PERTH AIRPORT,2012-07-02,2.6,0.0,1.6,21.0,5.4,95,33,3.47,10.83
1279,PERTH AIRPORT,2012-07-03,3.1,0.0,2.6,20.1,8.2,73,30,4.2,10.87
1280,PERTH AIRPORT,2012-07-04,3.7,0.0,2.2,21.6,7.8,59,22,4.09,10.93
1281,PERTH AIRPORT,2012-07-05,3.6,0.0,2.6,22.9,7.5,84,18,4.04,10.67
1282,PERTH AIRPORT,2012-07-06,2.8,0.0,2.4,22.5,5.0,97,31,3.47,9.04
1283,PERTH AIRPORT,2012-07-07,1.7,7.0,2.6,20.1,10.3,99,53,2.37,9.19
1284,PERTH AIRPORT,2012-07-08,2.2,0.0,1.6,15.8,6.8,95,39,4.09,10.55
1285,PERTH AIRPORT,2012-07-09,2.3,0.0,2.0,14.7,3.3,95,37,4.63,8.71
1286,PERTH AIRPORT,2012-07-10,2.0,6.6,3.0,16.3,7.7,97,51,5.05,5.63
1287,PERTH AIRPORT,2012-07-11,2.0,3.8,2.4,17.4,7.4,100,48,4.17,9.21
1288,PERTH AIRPORT,2012-07-12,1.8,0.0,0.0,16.0,2.8,99,45,3.21,10.52
1289,PERTH AIRPORT,2012-07-13,1.9,0.0,1.8,17.9,2.7,100,48,3.11,11.14
1290,PERTH AIRPORT,2012-07-14,1.9,0.0,2.2,18.3,2.5,99,48,2.76,11.01
1291,PERTH AIRPORT,2012-07-15,2.0,0.0,1.2,19.4,8.6,96,48,3.17,8.04
1292,PERTH AIRPORT,2012-07-16,1.2,0.6,1.2,16.5,9.6,99,73,3.22,7.06
1293,PERTH AIRPORT,2012-07-17,1.6,6.8,2.8,16.6,3.9,100,41,1.94,10.89
1294,PERTH AIRPORT,2012-07-18,2.0,0.0,0.8,16.9,3.2,97,35,2.58,11.94
1295,PERTH AIRPORT,2012-07-19,2.0,0.2,0.8,18.6,0.5,98,33,2.05,12.03
1296,PERTH AIRPORT,2012-07-20,2.4,0.0,2.0,21.3,3.0,93,28,2.21,12.12
1297,PERTH AIRPORT,2012-07-21,4.0,0.0,2.0,23.8,4.7,68,24,4.29,12.21
1298,PERTH AIRPORT,2012-07-22,3.0,0.0,3.2,22.9,12.1,89,28,3.53,8.58
1299,PERTH AIRPORT,2012-07-23,2.4,0.0,1.8,20.1,6.1,99,45,3.77,10.08
1300,PERTH AIRPORT,2012-07-24,2.3,0.0,1.4,15.4,4.4,94,35,3.61,12.44
1301,PERTH AIRPORT,2012-07-25,1.7,0.2,2.2,16.1,-0.7,100,47,2.54,8.92
1302,PERTH AIRPORT,2012-07-26,2.0,0.0,1.6,19.2,0.5,100,40,2.17,12.14
1303,PERTH AIRPORT,2012-07-27,2.3,0.0,1.8,19.3,4.7,97,33,2.53,12.8
1304,PERTH AIRPORT,2012-07-28,2.9,0.0,1.8,20.2,3.3,97,30,3.54,12.95
1305,PERTH AIRPORT,2012-07-29,3.9,0.0,2.8,20.2,7.0,71,27,5.24,12.66
1306,PERTH AIRPORT,2012-07-30,4.9,0.0,3.4,23.3,10.2,56,19,5.29,13.09
1307,PERTH AIRPORT,2012-07-31,2.6,5.4,4.4,18.6,11.5,97,29,4.04,5.63
1308,PERTH AIRPORT,2012-08-01,1.5,16.6,3.4,16.0,7.3,99,63,3.37,7.39
1309,PERTH AIRPORT,2012-08-02,2.1,9.2,3.8,18.1,6.3,99,50,3.67,9.94
1310,PERTH AIRPORT,2012-08-03,2.2,11.2,1.4,19.2,10.8,97,51,2.88,13.26
1311,PERTH AIRPORT,2012-08-04,2.0,3.4,2.6,19.3,9.9,99,59,3.25,11.9
1312,PERTH AIRPORT,2012-08-05,2.5,0.2,1.8,20.2,7.1,97,44,3.59,11.76
1313,PERTH AIRPORT,2012-08-06,3.0,0.4,2.6,21.6,11.4,97,51,6.09,11.02
1314,PERTH AIRPORT,2012-08-07,2.5,11.8,2.0,17.1,12.3,99,39,4.51,10.55
1315,PERTH AIRPORT,2012-08-08,2.2,2.2,3.2,18.3,4.3,99,43,2.41,13.4
1316,PERTH AIRPORT,2012-08-09,3.2,0.0,1.8,20.2,6.2,88,25,3.51,14.61
1317,PERTH AIRPORT,2012-08-10,3.3,0.0,2.2,23.2,5.8,95,33,3.46,14.73
1318,PERTH AIRPORT,2012-08-11,3.2,0.0,3.0,24.5,7.5,96,36,3.13,13.77
1319,PERTH AIRPORT,2012-08-12,2.1,0.0,1.8,18.2,13.9,97,56,6.0,2.76
1320,PERTH AIRPORT,2012-08-13,2.7,22.4,2.6,16.4,7.0,96,33,3.62,14.36
1321,PERTH AIRPORT,2012-08-14,2.3,0.2,2.6,18.3,8.6,97,52,3.56,11.51
1322,PERTH AIRPORT,2012-08-15,2.2,3.6,3.4,18.2,8.8,99,45,2.39,13.22
1323,PERTH AIRPORT,2012-08-16,2.3,0.0,1.4,19.4,2.7,99,41,2.04,15.59
1324,PERTH AIRPORT,2012-08-17,2.9,0.0,3.2,19.4,9.1,82,47,4.52,11.39
1325,PERTH AIRPORT,2012-08-18,3.7,0.0,2.2,23.8,8.9,94,26,3.43,15.95
1326,PERTH AIRPORT,2012-08-19,2.8,0.0,2.6,20.9,4.1,99,35,2.96,11.6
1327,PERTH AIRPORT,2012-08-20,3.3,0.0,2.0,23.7,12.4,94,40,3.49,15.07
1328,PERTH AIRPORT,2012-08-21,2.6,5.8,2.8,19.9,14.5,98,59,6.96,9.29
1329,PERTH AIRPORT,2012-08-22,3.2,12.0,3.2,17.0,11.8,97,40,7.07,13.2
1330,PERTH AIRPORT,2012-08-23,2.3,0.2,3.0,18.2,4.0,99,51,2.82,14.05
1331,PERTH AIRPORT,2012-08-24,2.8,0.0,1.8,20.4,8.5,96,37,2.72,13.24
1332,PERTH AIRPORT,2012-08-25,3.6,0.0,2.8,23.2,6.7,96,28,2.99,17.21
1333,PERTH AIRPORT,2012-08-26,2.9,0.0,2.8,21.0,4.9,97,50,3.15,16.95
1334,PERTH AIRPORT,2012-08-27,1.9,0.0,3.8,18.8,7.2,99,57,2.32,10.12
1335,PERTH AIRPORT,2012-08-28,2.9,10.2,2.6,19.1,10.5,99,46,4.76,13.25
1336,PERTH AIRPORT,2012-08-29,2.7,2.0,2.0,20.1,7.4,99,46,2.89,14.83
1337,PERTH AIRPORT,2012-08-30,3.5,0.0,2.4,22.9,6.9,100,36,3.27,18.03
1338,PERTH AIRPORT,2012-08-31,3.7,0.0,2.8,22.1,8.9,94,36,4.93,11.76
1339,PERTH AIRPORT,2012-09-01,3.1,0.8,2.8,20.2,8.9,97,39,3.23,15.62
1340,PERTH AIRPORT,2012-09-02,3.2, ,3.0,20.9,6.4,99,41,3.57,16.45
1341,PERTH AIRPORT,2012-09-03,3.3,0.0,2.2,20.2,8.4,97,44,7.18,8.2
1342,PERTH AIRPORT,2012-09-04,2.8,31.2,3.8,15.8,8.1,97,46,7.74,8.88
1343,PERTH AIRPORT,2012-09-05,2.4,10.0,2.6,18.5,7.6,97,60,4.66,11.46
1344,PERTH AIRPORT,2012-09-06,2.9,2.4,2.0,18.0,4.1,99,42,3.28,16.69
1345,PERTH AIRPORT,2012-09-07,4.0,0.0,2.2,19.5,6.8,82,39,5.7,19.41
1346,PERTH AIRPORT,2012-09-08,5.8,0.0,5.0,25.4,10.6,64,24,5.34,19.64
1347,PERTH AIRPORT,2012-09-09,6.5,0.0,4.8,29.5,11.5,71,18,4.92,19.24
1348,PERTH AIRPORT,2012-09-10,3.3,0.0,4.6,23.1,11.9,96,56,3.89,16.78
1349,PERTH AIRPORT,2012-09-11,3.3,1.0,2.6,20.6,13.8,97,45,4.48,15.3
1350,PERTH AIRPORT,2012-09-12,3.7,0.0,4.8,19.9,4.8,99,32,3.61,20.0
1351,PERTH AIRPORT,2012-09-13,4.2,0.0,4.2,22.1,3.5,97,29,3.88,20.59
1352,PERTH AIRPORT,2012-09-14,5.3,0.0,4.4,25.2,9.6,83,16,4.02,20.75
1353,PERTH AIRPORT,2012-09-15,5.4,0.0,4.4,26.7,7.3,80,18,3.78,20.99
1354,PERTH AIRPORT,2012-09-16,7.4,0.0,6.8,28.2,10.3,69,23,7.51,21.2
1355,PERTH AIRPORT,2012-09-17,5.8,0.0,8.0,26.0,15.7,96,35,8.22,21.18
1356,PERTH AIRPORT,2012-09-18,3.0,10.0,5.2,21.0,14.8,96,62,5.18,14.55
1357,PERTH AIRPORT,2012-09-19,3.7,1.0,2.2,21.5,11.7,97,39,3.62,18.84
1358,PERTH AIRPORT,2012-09-20,3.9,4.4,4.4,20.5,10.2,97,43,4.84,20.79
1359,PERTH AIRPORT,2012-09-21,4.2,1.2,4.2,22.3,11.8,96,45,8.61,12.62
1360,PERTH AIRPORT,2012-09-22,3.7,13.2,3.4,17.8,11.3,95,41,6.2,17.74
1361,PERTH AIRPORT,2012-09-23,3.9,0.0,4.4,20.2,4.5,97,36,3.71,22.55
1362,PERTH AIRPORT,2012-09-24,3.3,0.0,4.4,19.5,4.7,97,51,3.21,20.77
1363,PERTH AIRPORT,2012-09-25,3.4,7.6,3.8,20.4,11.9,97,55,6.05,16.89
1364,PERTH AIRPORT,2012-09-26,3.8,3.0,3.4,18.9,11.8,92,48,7.05,18.27
1365,PERTH AIRPORT,2012-09-27,3.4,14.8,6.8,15.1,10.2,97,43,6.95,18.75
1366,PERTH AIRPORT,2012-09-28,3.2,3.0,1.2,17.4,1.9,99,40,3.26,19.45
1367,PERTH AIRPORT,2012-09-29,4.2,0.0,5.0,20.8,4.4,97,32,3.59,23.65
1368,PERTH AIRPORT,2012-09-30,6.3,0.0,5.0,28.1,6.5,94,14,4.13,23.89
1369,PERTH AIRPORT,2012-10-01,9.0,0.0,5.6,33.9,12.0,69,9,5.54,24.05
1370,PERTH AIRPORT,2012-10-02,4.7,0.0,7.0,24.8,13.7,95,44,5.94,18.93
1371,PERTH AIRPORT,2012-10-03,3.9,1.0,3.6,19.8,14.7,94,42,5.44,17.19
1372,PERTH AIRPORT,2012-10-04,3.3,1.2,5.4,19.6,9.7,99,47,4.07,16.79
1373,PERTH AIRPORT,2012-10-05,5.3,0.0,4.2,22.7,7.5,93,21,4.46,24.77
1374,PERTH AIRPORT,2012-10-06,7.4,0.0,5.2,28.2,10.0,72,26,6.86,24.95
1375,PERTH AIRPORT,2012-10-07,3.3,0.0,5.8,20.8,10.3,96,51,4.03,15.25
1376,PERTH AIRPORT,2012-10-08,4.7,2.0,3.0,22.3,6.7,94,42,4.95,24.94
1377,PERTH AIRPORT,2012-10-09,5.8,0.0,6.2,24.9,12.9,92,31,5.49,25.42
1378,PERTH AIRPORT,2012-10-10,8.5,0.0,7.6,26.9,11.6,60,12,7.69,25.61
1379,PERTH AIRPORT,2012-10-11,9.1,0.0,7.6,29.8,14.6,23,12,6.49,20.34
1380,PERTH AIRPORT,2012-10-12,7.6,0.0,6.6,26.5,13.2,81,9,6.67,22.87
1381,PERTH AIRPORT,2012-10-13,4.3,0.0,7.8,23.7,17.9,94,47,6.29,15.18
1382,PERTH AIRPORT,2012-10-14,3.8,4.0,3.2,20.7,15.3,96,46,5.0,16.96
1383,PERTH AIRPORT,2012-10-15,3.4,1.4,3.6,21.0,11.9,97,50,3.42,16.98
1384,PERTH AIRPORT,2012-10-16,4.8,0.0,4.0,24.4,7.0,99,37,3.94,23.5
1385,PERTH AIRPORT,2012-10-17,4.8,0.0,4.8,22.3,12.5,93,43,4.46,25.51
1386,PERTH AIRPORT,2012-10-18,4.4,0.0,6.0,23.3,7.0,97,44,3.5,23.73
1387,PERTH AIRPORT,2012-10-19,4.5,0.0,5.2,23.0,8.8,99,47,4.0,25.16
1388,PERTH AIRPORT,2012-10-20,6.5,0.0,4.6,28.9,9.4,96,23,3.92,28.15
1389,PERTH AIRPORT,2012-10-21,7.2,0.0,7.0,29.4,13.7,84,21,4.76,27.93
1390,PERTH AIRPORT,2012-10-22,3.9,2.4,6.0,20.6,15.4,96,41,4.53,17.03
1391,PERTH AIRPORT,2012-10-23,5.3,0.8,4.8,22.0,7.6,96,32,5.33,26.96
1392,PERTH AIRPORT,2012-10-24,6.9,0.0,5.6,24.2,12.0,75,21,6.05,28.38
1393,PERTH AIRPORT,2012-10-25,8.0,0.0,7.4,25.6,12.1,56,16,6.64,28.86
1394,PERTH AIRPORT,2012-10-26,8.6,0.0,8.2,28.1,11.9,57,15,6.53,29.05
1395,PERTH AIRPORT,2012-10-27,9.3,0.0,8.4,33.0,12.5,69,9,5.39,29.22
1396,PERTH AIRPORT,2012-10-28,8.4,0.0,8.4,36.0,13.3,90,10,4.01,25.59
1397,PERTH AIRPORT,2012-10-29,5.1,0.6,5.4,23.9,13.4,99,50,4.78,27.85
1398,PERTH AIRPORT,2012-10-30,5.1,0.0,5.0,22.6,9.4,93,37,5.16,24.68
1399,PERTH AIRPORT,2012-10-31,5.0,0.0,7.0,20.1,14.1,69,47,7.09,19.97
1400,PERTH AIRPORT,2012-11-01,5.1,0.0,5.0,21.7,14.4,83,50,7.42,24.63
1401,PERTH AIRPORT,2012-11-02,5.3,0.0,4.0,23.8,12.0,95,35,4.51,25.16
1402,PERTH AIRPORT,2012-11-03,4.3,0.0,6.6,22.3,11.0,97,48,5.11,20.98
1403,PERTH AIRPORT,2012-11-04,4.5,21.6,3.4,18.8,12.7,97,37,6.01,22.93
1404,PERTH AIRPORT,2012-11-05,4.5,12.8,5.0,19.8,10.0,95,41,5.63,23.7
1405,PERTH AIRPORT,2012-11-06,4.9,0.8,4.8,21.8,11.4,95,42,4.48,26.83
1406,PERTH AIRPORT,2012-11-07,5.3,0.2,5.2,23.1,9.5,97,33,4.2,27.35
1407,PERTH AIRPORT,2012-11-08,6.8,0.0,6.8,26.5,10.3,92,25,4.99,30.75
1408,PERTH AIRPORT,2012-11-09,8.6,0.0,7.4,31.6,11.0,90,10,4.87,31.0
1409,PERTH AIRPORT,2012-11-10,5.4,0.0,8.0,23.9,8.2,97,44,5.01,29.3
1410,PERTH AIRPORT,2012-11-11,5.9,1.0,6.6,21.8,8.2,94,27,5.7,30.25
1411,PERTH AIRPORT,2012-11-12,7.7,0.0,9.0,26.7,11.6,73,21,6.05,29.89
1412,PERTH AIRPORT,2012-11-13,8.0,0.0,8.0,30.9,7.7,94,16,4.6,30.28
1413,PERTH AIRPORT,2012-11-14,7.2,0.0,8.0,27.6,11.6,95,26,5.46,30.75
1414,PERTH AIRPORT,2012-11-15,7.2,0.0,7.0,26.7,14.5,79,33,5.59,31.66
1415,PERTH AIRPORT,2012-11-16,8.3,0.0,8.0,31.9,12.3,94,17,4.65,31.75
1416,PERTH AIRPORT,2012-11-17,10.7,0.0,11.0,36.1,16.8,74,13,6.15,31.87
1417,PERTH AIRPORT,2012-11-18,6.2,0.0,9.6,26.5,15.1,91,50,6.27,30.89
1418,PERTH AIRPORT,2012-11-19,5.9,0.0,8.0,25.3,12.4,94,46,4.95,30.72
1419,PERTH AIRPORT,2012-11-20,6.4,0.0,8.4,26.3,8.8,99,36,5.13,31.99
1420,PERTH AIRPORT,2012-11-21,9.4,0.0,7.4,35.1,14.8,87,19,5.61,28.98
1421,PERTH AIRPORT,2012-11-22,8.1,0.0,8.4,32.0,18.1,80,31,4.93,31.51
1422,PERTH AIRPORT,2012-11-23,6.3,0.0,7.8,24.9,17.8,79,44,5.68,28.56
1423,PERTH AIRPORT,2012-11-24,7.7,0.0,7.2,30.8,15.5,98,31,6.81,27.4
1424,PERTH AIRPORT,2012-11-25,7.0,26.0,11.4,28.2,16.8,89,40,5.03,31.75
1425,PERTH AIRPORT,2012-11-26,7.3,0.0,7.0,30.1,15.2,89,34,4.55,31.52
1426,PERTH AIRPORT,2012-11-27,5.6,0.0,7.6,25.9,13.6,96,48,4.7,27.84
1427,PERTH AIRPORT,2012-11-28,5.5,4.0,5.8,22.0,14.2,96,43,10.02,25.78
1428,PERTH AIRPORT,2012-11-29,5.5,17.2,6.4,19.2,12.5,84,41,8.91,27.52
1429,PERTH AIRPORT,2012-11-30,5.6,1.4,5.8,20.5,13.2,86,36,6.45,28.19
1430,PERTH AIRPORT,2012-12-01,6.3,0.0,5.8,24.5,6.2,97,28,4.53,32.33
1431,PERTH AIRPORT,2012-12-02,8.6,0.0,7.4,29.8,12.7,86,20,6.13,32.65
1432,PERTH AIRPORT,2012-12-03,11.6,0.0,9.2,33.6,16.0,53,13,7.74,33.11
1433,PERTH AIRPORT,2012-12-04,11.3,0.0,10.8,37.0,18.2,66,18,6.92,31.08
1434,PERTH AIRPORT,2012-12-05,4.2,1.6,8.6,25.9,19.5,93,60,3.92,18.79
1435,PERTH AIRPORT,2012-12-06,5.1,2.0,2.0,24.0,18.5,96,53,4.31,25.89
1436,PERTH AIRPORT,2012-12-07,5.8,0.8,5.4,23.4,17.1,92,46,6.57,28.35
1437,PERTH AIRPORT,2012-12-08,7.3,0.2,9.2,28.9,7.5,95,13,3.32,33.18
1438,PERTH AIRPORT,2012-12-09,10.6,0.0,8.0,35.0,13.5,72,19,6.74,32.23
1439,PERTH AIRPORT,2012-12-10,9.0,0.0,8.0,35.7,20.4,79,23,4.14,32.22
1440,PERTH AIRPORT,2012-12-11,7.6,0.4,9.2,30.6,18.5,89,28,5.02,28.3
1441,PERTH AIRPORT,2012-12-12,5.2,3.0,8.8,25.1,16.1,95,47,4.77,23.91
1442,PERTH AIRPORT,2012-12-13,5.2,14.0,6.2,25.1,17.6,85,53,6.06,21.71
1443,PERTH AIRPORT,2012-12-14,6.6,0.8,4.2,26.6,15.8,86,45,5.38,31.88
1444,PERTH AIRPORT,2012-12-15,7.3,0.0,7.0,28.3,15.2,85,40,5.29,33.27
1445,PERTH AIRPORT,2012-12-16,8.1,0.0,7.6,31.5,14.6,93,26,4.82,33.02
1446,PERTH AIRPORT,2012-12-17,5.9,0.0,8.4,25.0,11.8,97,46,4.87,31.87
1447,PERTH AIRPORT,2012-12-18,5.8,0.0,7.8,26.0,18.0,95,51,5.43,28.36
1448,PERTH AIRPORT,2012-12-19,8.0,0.0,7.4,29.5,12.7,85,25,4.92,33.61
1449,PERTH AIRPORT,2012-12-20,10.7,0.0,8.0,35.0,16.0,86,17,6.91,33.88
1450,PERTH AIRPORT,2012-12-21,7.5,0.0,10.6,30.7,15.2,88,37,4.97,31.71
1451,PERTH AIRPORT,2012-12-22,7.3,0.0,8.8,27.0,15.2,87,34,5.35,33.52
1452,PERTH AIRPORT,2012-12-23,6.9,0.0,9.0,27.1,14.0,96,40,5.31,33.58
1453,PERTH AIRPORT,2012-12-24,9.2,0.0,9.2,33.1,16.4,78,26,5.52,33.96
1454,PERTH AIRPORT,2012-12-25,11.8,0.0,10.4,38.9,18.1,76,18,6.45,33.95
1455,PERTH AIRPORT,2012-12-26,12.9,0.0,14.2,40.5,22.8,57,17,6.77,33.92
1456,PERTH AIRPORT,2012-12-27,10.9,0.0,14.0,37.8,20.1,66,23,5.69,33.73
1457,PERTH AIRPORT,2012-12-28,9.5,0.0,10.0,38.1,23.8,62,22,4.61,27.02
1458,PERTH AIRPORT,2012-12-29,11.8,0.0,11.4,40.4,27.5,68,16,6.39,28.84
1459,PERTH AIRPORT,2012-12-30,11.7,0.0,12.0,38.2,20.8,71,14,6.33,33.38
1460,PERTH AIRPORT,2012-12-31,10.4,0.0,11.6,42.2,20.9,71,12,3.64,32.45
1461,PERTH AIRPORT,2013-01-01,8.0,0.0,10.0,32.0,24.3,93,29,4.71,30.96
1462,PERTH AIRPORT,2013-01-02,7.0,0.0,8.0,28.6,21.7,87,42,4.71,30.58
1463,PERTH AIRPORT,2013-01-03,5.8,0.0,9.8,26.9,16.2,87,44,6.33,21.99
1464,PERTH AIRPORT,2013-01-04,7.1,0.0,8.0,26.1,14.2,81,35,6.19,30.83
1465,PERTH AIRPORT,2013-01-05,10.4,0.0,8.2,37.9,12.7,92,12,5.02,31.35
1466,PERTH AIRPORT,2013-01-06,6.6,0.0,12.0,34.1,21.2,71,36,3.98,19.55
1467,PERTH AIRPORT,2013-01-07,6.8,6.6,5.2,37.7,23.4,96,31,4.44,16.66
1468,PERTH AIRPORT,2013-01-08,10.7,0.4,6.6,39.4,25.3,83,22,6.48,28.27
1469,PERTH AIRPORT,2013-01-09,7.6,0.0,11.2,28.2,22.3,83,44,7.54,30.71
1470,PERTH AIRPORT,2013-01-10,7.2,0.0,8.8,27.4,13.0,93,35,6.99,30.95
1471,PERTH AIRPORT,2013-01-11,8.0,0.0,9.8,30.4,16.0,74,31,5.31,30.52
1472,PERTH AIRPORT,2013-01-12,9.8,0.0,9.4,34.2,20.2,58,29,6.69,28.54
1473,PERTH AIRPORT,2013-01-13,5.4,0.0,10.2,28.5,22.1,73,48,6.5,11.8
1474,PERTH AIRPORT,2013-01-14,8.4,0.4,4.2,37.4,21.8,90,36,4.21,30.23
1475,PERTH AIRPORT,2013-01-15,7.9,0.0,9.2,33.7,27.8,85,46,4.89,29.53
1476,PERTH AIRPORT,2013-01-16,4.9,0.0,8.8,27.6,21.0,90,58,6.75,17.63
1477,PERTH AIRPORT,2013-01-17,8.4,0.0,7.2,26.0,19.0,69,26,8.61,28.61
1478,PERTH AIRPORT,2013-01-18,8.7,0.0,10.8,30.1,14.2,66,16,5.6,30.51
1479,PERTH AIRPORT,2013-01-19,10.3,0.0,9.4,33.8,16.5,62,16,6.49,30.41
1480,PERTH AIRPORT,2013-01-20,9.2,0.0,10.2,35.9,13.8,89,13,4.5,30.33
1481,PERTH AIRPORT,2013-01-21,8.6,0.0,11.4,32.9,18.6,76,29,5.51,30.25
1482,PERTH AIRPORT,2013-01-22,10.3,0.0,10.8,36.1,18.0,66,14,5.55,30.14
1483,PERTH AIRPORT,2013-01-23,7.7,0.0,11.0,29.7,17.3,78,37,6.15,30.04
1484,PERTH AIRPORT,2013-01-24,8.1,0.0,9.2,29.7,14.3,82,24,6.07,29.76
1485,PERTH AIRPORT,2013-01-25,9.4,0.0,11.0,32.1,16.1,75,17,6.51,29.83
1486,PERTH AIRPORT,2013-01-26,9.8,0.0,11.0,35.4,13.8,81,12,5.29,29.8
1487,PERTH AIRPORT,2013-01-27,9.9,0.0,11.2,36.2,20.1,59,20,5.27,29.57
1488,PERTH AIRPORT,2013-01-28,9.5,0.0,11.8,32.4,16.5,63,12,5.64,29.51
1489,PERTH AIRPORT,2013-01-29,9.9,0.0,10.8,32.8,17.8,60,15,6.34,29.5
1490,PERTH AIRPORT,2013-01-30,9.3,0.0,11.0,34.1,17.2,58,18,5.17,29.34
1491,PERTH AIRPORT,2013-01-31,11.2,0.0,11.2,34.8,17.1,63,11,7.37,29.11
1492,PERTH AIRPORT,2013-02-01,11.3,0.0,13.0,36.2,17.1,54,10,6.63,28.96
